gene_id	gene_name	g4e	p_unified	epi25_min_p	meta_sig
ENSG00000016082	ISL1	False	0.13615878553974956	0.54127	False
ENSG00000016391	CHDH	False	0.1368417518103962	0.275	False
ENSG00000016402	IL20RA	False	0.04154056008018262	0.59279	False
ENSG00000016490	CLCA1	False	0.11705905419450113	0.26404	False
ENSG00000016602	CLCA4	False	0.1836465155371456	0.7163	False
ENSG00000016864	GLT8D1	False	0.012554362099946183	0.0080437	False
ENSG00000017260	ATP2C1	False	0.0071246161252400235	0.039418	False
ENSG00000017427	IGF1	False	0.11473087835594338	0.083638	False
ENSG00000017797	RALBP1	False	0.4133134789512024	0.2827	False
ENSG00000018189	RUFY3	False	0.13247811513685384	0.31114	False
ENSG00000018236	CNTN1	False	0.03883804236197462	0.55517	False
ENSG00000018280	SLC11A1	False	0.008404496418476329	0.0022794	False
ENSG00000018408	WWTR1	False	0.3114172221727197	0.22952	False
ENSG00000018510	AGPS	False	0.3894186134495093	0.14465	False
ENSG00000018625	ATP1A2	True	0.4894819072214258	0.046667	False
ENSG00000018699	TTC27	False	0.5409899730573582	0.16321	False
ENSG00000018869	ZNF582	False	0.6661412100235733		False
ENSG00000019102	VSIG2	False	0.34506352496712045	0.37937	False
ENSG00000019144	PHLDB1	False	0.010079589018745451	0.33689	False
ENSG00000019169	MARCO	False	0.021897544824955158	0.46458	False
ENSG00000019186	CYP24A1	False	0.06934438953624361	0.34284	False
ENSG00000019485	PRDM11	False	0.43686192547446456	0.20252	False
ENSG00000019505	SYT13	False	0.0004071723613671151	0.029211	False
ENSG00000019549	SNAI2	False	0.21577283437052586	0.26535	False
ENSG00000019582	CD74	False	0.527855684787981	0.32181	False
ENSG00000019991	HGF	False	0.631937293454639	0.48703	False
ENSG00000019995	ZRANB1	False	0.2638342835330769	0.20319	False
ENSG00000020129	NCDN	True	0.26936525986153464	0.027744	False
ENSG00000020181	ADGRA2	False	0.5176223951994361	0.030961	False
ENSG00000020256	ZFP64	False	0.042222311158939096	0.16616	False
ENSG00000020426	MNAT1	False	0.10653291127831957	0.179	False
ENSG00000020577	SAMD4A	False	0.0032635199663624058	0.38655	False
ENSG00000020633	RUNX3	False	0.4883247447209267	0.11101	False
ENSG00000020922	MRE11	False	0.03854664939671493	0.44594	False
ENSG00000021300	PLEKHB1	False	0.13977997258178054	0.075603	False
ENSG00000021355	SERPINB1	False	0.6563616244653403	0.122	False
ENSG00000021461	CYP3A43	False	0.37534557406297847	0.16274	False
ENSG00000021488	SLC7A9	False	0.3872072307054535	0.29998	False
ENSG00000021574	SPAST	False	0.3577220966174775	0.10451	False
ENSG00000021645	NRXN3	False	0.2864506454163992	0.25333	False
ENSG00000021762	OSBPL5	False	0.005666204647555818	0.0012318	False
ENSG00000021776	AQR	False	0.2966232945797311	0.51462	False
ENSG00000021826	CPS1	False	0.25493311627227294	0.15332	False
ENSG00000021852	C8B	False	0.08357161815974028	0.020282	False
ENSG00000022277	RTF2	False	0.0315381858358738	0.0085475	False
ENSG00000022355	GABRA1	True	0.00021200268832479612	0.00051906	False
ENSG00000022556	NLRP2	False	0.4404733210184323	0.29817	False
ENSG00000022567	SLC45A4	False	0.0034241054008490633	0.02683	False
ENSG00000022840	RNF10	False	0.31419747231860173	0.13636	False
