gene_id	gene_name	group	n_variants	p_gerp	p_pathogenicity	p_pLoF	p_missense	p_unified	p_constraint
ENSG00000181733	OR2Z1	DEE	99	0.3658508206240193	0.775245297731938	0.0030465399943726034	7.313530244532747e-12	0.849772721552045	0.942498411668915
ENSG00000181733	OR2Z1	EPI	124	0.2786576050784133	0.3265050241889854	0.44618158382698914	0.6507215708462644	0.5413854696060572	0.44566771117140513
ENSG00000181733	OR2Z1	GGE	102	0.8603904357050938	0.5648057982824317	0.01814698287175268	0.027532050714435846	0.78382531782295	0.8221046360685533
ENSG00000181733	OR2Z1	NAFE	114	0.08208852080780099	0.8249797846666507	0.1030160537343389	0.45916771248083366	0.37171515747858275	0.33736040280932844
ENSG00000181744	DIPK2A	DEE	46	0.6468701919436365	0.7275476711835873	0.03266084192132388	0.00041288269530099733	0.19907448372884015	0.017578273372874997
ENSG00000181744	DIPK2A	EPI	67	0.789591051619179	0.43595606475244675	0.8612861050582158	0.37955918982288217	0.9333366770881217	0.6556295446130002
ENSG00000181744	DIPK2A	GGE	53	0.9622977686147342	0.35164866045371634	0.13251915277812798	0.24217418294818535	0.7958883619604674	0.5281616889449716
ENSG00000181744	DIPK2A	NAFE	53	0.174643106929412	0.7750447842865579	0.9289993235731536	0.5515554283920834	0.7460753906096698	0.8170146722492597
ENSG00000181751	MACIR	DEE	37	0.17702887719067376	0.9061659851721251	0.22493625289740807	0.11164579108935085	0.6766283920007405	0.6953592098178563
ENSG00000181751	MACIR	EPI	50	0.06306275696865929	0.49710489586116713	0.9828564754777251	0.26144442680678603	0.3053908188313166	0.6162991769855218
ENSG00000181751	MACIR	GGE	43	0.769385688518542	0.8089028741784069	0.14195319893915112	0.7181018736434002	0.862263543703665	0.9092242783302409
ENSG00000181751	MACIR	NAFE	41	0.5216851822964528	0.6911378987034437	0.9824507273732479	0.42529666618063	0.948724915262139	0.8735219517303355
ENSG00000181752	OR8K5	DEE	100	0.576687023275839	0.9891789422386408	0.7399780221861884	0.47985259025488347	0.8426998424902852	0.8908049766706103
ENSG00000181752	OR8K5	EPI	124	0.4248486167908301	0.004265630602167281	0.32965859810079845	0.12970985890239167	0.04138659650965115	0.6019344371385924
ENSG00000181752	OR8K5	GGE	107	0.5091392155887935	0.0014944215817868187	0.770297480866041	0.18091538261881696	0.00502849990749475	0.3247026522893206
ENSG00000181752	OR8K5	NAFE	113	0.7811882382722922	0.00028021882709687265	0.3958146714096946	0.1972050931060443	0.01264879103827641	0.7779448680633018
ENSG00000181754	AMIGO1	DEE	64	0.5852171533279791	0.1516430619268009	9.115666608296146e-05	0.0669143374418063	0.06157130458487833	0.2899580246574946
ENSG00000181754	AMIGO1	EPI	81	0.8926206933053912	0.9850098127126243	0.9974365716609497	0.6541545766712433	0.9745507480844395	0.5331981669469835
ENSG00000181754	AMIGO1	GGE	64	0.8756183822136608	0.8088642182634602	0.5926612762166099	0.09463817642158892	0.9795258942880896	0.6630463109041107
ENSG00000181754	AMIGO1	NAFE	69	0.6586760187162013	0.9930657876246873	0.8227478324378639	0.14022444078629606	0.9441899495047069	0.6773240627075368
ENSG00000181761	OR8H3	DEE	99	0.34643153142546224	0.500284989060586	0.05313912209161611	1.0241674668616889e-08	0.6700737014789566	0.7094641489027675
ENSG00000181761	OR8H3	EPI	122	0.4294020062266303	0.20807063876737322	0.8961657845643789	0.511709609626795	0.5517076121661473	0.3299685073760549
ENSG00000181761	OR8H3	GGE	106	0.597973279569764	0.07190630099728428	0.04052372677786396	0.014297619581213707	0.26640995184641547	0.24418886169130294
ENSG00000181761	OR8H3	NAFE	112	0.24923538515521348	0.25846452544669407	0.4656503719342934	0.04263502759715137	0.6477211006142352	0.7985371966722614
ENSG00000181767	OR8H2	DEE	103	0.08889361770469667	0.7792915775702366	0.00018646653048122317	4.772934085311409e-10	0.5605775672648907	0.9711223273303067
ENSG00000181767	OR8H2	EPI	127	0.10941230118845435	0.41560938524089586	0.2757436094199623	0.29814776902178913	0.32727417685231813	0.37660952282419036
ENSG00000181767	OR8H2	GGE	107	0.08355312820333732	0.35516987781615394	0.7224115369800997	0.00021720067891503806	0.23561875574510815	0.9163625216440991
ENSG00000181767	OR8H2	NAFE	113	0.05165718936067773	0.1421596874419009	0.15786707639377023	0.1191830631274974	0.06581513352496945	0.5831307870234637
ENSG00000181773	GPR3	DEE	84	0.822175391796164	0.5001672122926621	0.0018769827547433465	0.00011476355630927742	0.8469136442656674	0.4245000512232142
ENSG00000181773	GPR3	EPI	106	0.22509703050579705	0.8771604209655928	0.6486369812813537	0.8004008786365947	0.7039837068112962	0.5389405864582335
ENSG00000181773	GPR3	GGE	85	0.06283482567680619	0.5041335602057166	0.09541970067554101	0.342077712734124	0.3082920816659877	0.6410386879345134
ENSG00000181773	GPR3	NAFE	91	0.31464978967249213	0.09008240802510452	0.8697985745159706	0.1768312932694385	0.40126523144489157	0.9144546955190404
ENSG00000181778	TMEM252	DEE	42	0.8105228013562448	0.5912122486569742	7.829227933582284e-05	5.278330920601867e-07	0.879661017796946	0.3536206148691886
ENSG00000181778	TMEM252	EPI	56	0.03594581462823121	0.3694460300745148	0.951106166585048	0.49002093540013514	0.12474842110543463	0.2709414980491686
ENSG00000181778	TMEM252	GGE	45	0.1338073323412795	0.6995650612696311	0.8790846125453143	0.00605840733298143	0.4882276420995356	0.5541561695235109
ENSG00000181778	TMEM252	NAFE	51	0.2378819276766142	0.031221959143558756	0.9873149985451546	0.12862831207672956	0.10696099472291667	0.6797601977350118
ENSG00000181781	ODF3L2	DEE	66	0.10502816357680188	0.7606949299260255	0.11876230717063829	7.411864402969328e-08	0.45334955906696295	0.6521614626734618
ENSG00000181781	ODF3L2	EPI	76	0.6212634754645014	0.666554032536167	0.9538496097244339	0.9806601499138902	0.9037492730053337	0.4890572804083484
ENSG00000181781	ODF3L2	GGE	68	0.1435025055208824	0.304898547834055	0.49328874315689275	0.003061536867082018	0.44690925652424396	0.9559559103077916
ENSG00000181781	ODF3L2	NAFE	72	0.30222373653663975	0.9473608128384077	0.21178732620953808	0.8961689671668487	0.8400224252959472	0.7351757729704775
ENSG00000181785	OR5AS1	DEE	70	0.8420851626877055	0.6320875065538971	0.002030367475300208	1.5468171342922098e-08	0.9481803579850291	0.8516373148013164
ENSG00000181785	OR5AS1	EPI	95	0.5134024141704334	0.6268875655346962	0.221805484011182	0.10448607909349351	0.4715539366466127	0.7145636780427629
ENSG00000181785	OR5AS1	GGE	74	0.606435013999719	0.7754736498727275	0.856215521892771	0.0003392027444097707	0.5299562805753987	0.6667178441331707
ENSG00000181785	OR5AS1	NAFE	83	0.8614962732067128	0.936011190213001	0.8793818203286697	0.0486705062877533	0.9475106217804733	0.8988021998570551
ENSG00000181786	ACTL9	DEE	81	0.8644955635646214	5.8128115157833184e-11	0.020865450180467978	2.2293131686276257e-29	0.3066248667621256	0.9979157707873997
ENSG00000181786	ACTL9	EPI	114	0.932166837036231	0.360857585085685	0.6995366840087439	0.10063844950933094	0.24155352537396096	0.044310153940124525
ENSG00000181786	ACTL9	GGE	89	0.23279687936295715	0.00039053976390688466	0.15937543781066718	6.038018297844416e-11	0.5863687405019917	0.8509205258224356
ENSG00000181786	ACTL9	NAFE	95	0.8341823484780655	0.004913768630598798	0.11123238226629334	0.0007361539513137062	0.026069079625126317	0.003094431815288549
ENSG00000181788	SIAH2	DEE	30	0.23260410485698263	0.15035146747540526	0.001676595186228278	0.7652739302617364	0.15350302543457475	0.9575952534281431
ENSG00000181788	SIAH2	EPI	42	0.40565028173433315	0.17255175404940593	0.2922167880833678	0.979319104985628	0.1587623277566362	0.1310468720027979
ENSG00000181788	SIAH2	GGE	34	0.37214645462788	0.4800830892796617	0.07151613694735223	0.6983994352805113	0.531208446024632	0.5121970670565286
ENSG00000181788	SIAH2	NAFE	35	0.9080418322328336	0.09836451374814897	0.8560663233601264	0.17167419337685508	0.42095435711410534	0.4554699854227152
ENSG00000181789	COPG1	DEE	171	0.8509137585798717	0.6406811941593646	0.0011283479679075057	2.1653670089463683e-07	0.8750632991054941	0.3937934755686705
ENSG00000181789	COPG1	EPI	222	0.13793655481914635	0.1306441147961773	0.8676162799061765	0.367008325498543	0.33261860661067705	0.688629481758437
ENSG00000181789	COPG1	GGE	181	0.49093459470295975	0.24079028083953943	0.021055304236264054	0.04954102746577694	0.5970420712621934	0.7085076642834875
ENSG00000181789	COPG1	NAFE	188	0.06791044578476524	0.6613524307294882	0.697943095002032	0.10641624617384556	0.40704505940968555	0.728311841341039
ENSG00000181790	ADGRB1	DEE	191	0.7642900005369933	0.21206358125853234	0.18196789049859524	0.02273027119110796	0.7007603828749518	0.6896824157961448
ENSG00000181790	ADGRB1	EPI	268	0.5462593698181635	0.6754954096800294	0.16014014272469332	0.5361036003419879	0.6129693980024318	0.35247119137393657
ENSG00000181790	ADGRB1	GGE	214	0.6949645223709886	0.11485321541569617	0.09725118017887283	0.7720440255237931	0.16912211807668825	0.146239214013914
ENSG00000181790	ADGRB1	NAFE	226	0.5663044686553003	0.7415747591699827	0.0426408874921796	0.6722561613373164	0.5880203994624669	0.6942687805536776
ENSG00000181803	OR6S1	DEE	94	0.16579294441244594	0.31438373215608867	0.15751099947956335	0.00014443034846330343	0.009265835159840186	0.0010937766393565205
ENSG00000181803	OR6S1	EPI	119	0.8659747459577617	0.2166061120358959	0.0050521527960182945	0.08956866971609516	0.012848032206783233	0.04663608394692817
ENSG00000181803	OR6S1	GGE	102	0.25816884221374725	0.6518397494660451	0.8603189411247899	0.0724265560668397	0.14113570589276014	0.02036972718818327
ENSG00000181803	OR6S1	NAFE	103	0.15934995905170637	0.07589063054242236	0.019299246332218745	0.9671079700822913	0.10292376306103203	0.5485394259659848
ENSG00000181804	SLC9A9	DEE	156	0.7783839147138417	0.20570100630469823	1.8036589007124463e-09	1.0425071192348868e-05	0.14347701804579616	0.9920118245721015
ENSG00000181804	SLC9A9	EPI	205	0.27047130095692734	0.40759722960208644	0.028406950638135788	0.7976905035218849	0.17368587791076748	0.31006008191456974
ENSG00000181804	SLC9A9	GGE	163	0.1404921748516433	0.270708186641907	0.3263501483029362	0.001211958914709262	0.3844752393163369	0.9315408680365507
ENSG00000181804	SLC9A9	NAFE	174	0.6855806210773151	0.8873132532795346	0.03383156513800424	0.32412109423903745	0.4551826496325634	0.1427309412962981
ENSG00000181817	LSM10	DEE	35	0.42987115907092355	0.6552531501790798	0.0009516138493638914	0.07453719928492826	0.5919173798760875	0.903353360153647
ENSG00000181817	LSM10	EPI	41	0.6833764866631946	0.4634797970928278	0.614699343865107	0.6857514332464566	0.9164805321435501	0.9290230333393752
ENSG00000181817	LSM10	GGE	32	0.9582080368858223	0.16658190335006565	0.5429238637567358	0.20117962550876106	0.6984760046452669	0.8669290815775208
ENSG00000181817	LSM10	NAFE	39	0.8611937043021864	0.23698047713368411	0.5965252610906681	0.13354087813198184	0.6206368251378729	0.6558653662581377
ENSG00000181826	RELL1	DEE	64	0.30503687550899167	0.8935384755748748	0.00010444271359581615	0.40871460243973445	0.1209482139049725	0.6100597082099318
ENSG00000181826	RELL1	EPI	76	0.556518770911439	0.03397316961787471	0.541852457960595	0.5909241862458876	0.15343432140867186	0.3358994566489877
ENSG00000181826	RELL1	GGE	65	0.33262393493218056	0.010547229057197847	0.8074261844652306	0.2717165911834707	0.06417149209836151	0.7185393294436513
ENSG00000181826	RELL1	NAFE	67	0.967260857796757	0.2030900390902074	0.9024161516751056	0.4001467196003726	0.6873916858002639	0.5660793118961869
ENSG00000181830	SLC35C1	DEE	81	0.6173155874819327	0.7532954229339188	0.0026009607572019516	1.5756949811569843e-06	0.9827316915470914	0.7885890194246189
ENSG00000181830	SLC35C1	EPI	108	0.28455421300835454	0.4370857008479645	0.9569407014445686	0.5381016285855686	0.7784451055698405	0.8886065257829101
ENSG00000181830	SLC35C1	GGE	92	0.5795702235337911	0.6111801110715966	0.6553160257526636	0.012276372384363087	0.86740835882921	0.615429335708995
ENSG00000181830	SLC35C1	NAFE	94	0.07007290297234436	0.6724176708042598	0.24498745336303496	0.8514310343441407	0.253231673227263	0.35450517639865176
ENSG00000181847	TIGIT	DEE	62	0.9088005095827887	0.10502609602670765	0.14610480868900205	0.0005262939349658814	0.2728852066504593	0.11579280518713393
ENSG00000181847	TIGIT	EPI	83	0.14861746099225281	0.16515703490447572	0.5863351110857264	0.8259546411160037	0.4275936379571179	0.3756267244442544
ENSG00000181847	TIGIT	GGE	70	0.41102057076233045	0.12167280239516723	0.2834439572298656	0.10190731767071569	0.5232764209829823	0.5326674257804405
ENSG00000181847	TIGIT	NAFE	69	0.25675706449063	0.02681943478014721	0.17107985187248217	0.7030391934326115	0.17855711294999346	0.40665801768833965
ENSG00000181852	RNF41	DEE	35	0.20000687394119623	0.41238329926901585		4.9876285194904074e-12	0.5780722328730354	0.750635262497118
ENSG00000181852	RNF41	EPI	50	0.4170963046665608	0.2621471091854573	0.05881293793537941	0.12834691343411245	0.36086798516398727	0.7755314087580379
ENSG00000181852	RNF41	GGE	40	0.7247054014445555	0.6128821771203568	0.012596798771371232	0.32770538697502316	0.357805370512864	0.898580778088939
ENSG00000181852	RNF41	NAFE	41	0.6090952204555837	0.24402721273298172		0.08519885585063189	0.48066165582516507	0.8536412895801273
ENSG00000181856	SLC2A4	DEE	97	0.6180444993826606	0.15460380990871292	0.003278692281822913	2.831533977596677e-07	0.6314969146290842	0.9560865472470498
ENSG00000181856	SLC2A4	EPI	128	0.3684902435462607	0.9368497441256393	0.611758744954056	0.6365358704000796	0.7844936393247736	0.3847426593330716
ENSG00000181856	SLC2A4	GGE	103	0.9739091136759397	0.2326180880017237	0.6362959106279762	0.0012971039806383687	0.6786497779862457	0.8006465983954529
ENSG00000181856	SLC2A4	NAFE	104	0.1493268825377	0.7421856139261581	0.4954695042082494	0.16212111014278038	0.6877310984007226	0.7280658727986669
ENSG00000181867	FTMT	DEE	71	0.4408635954595489	0.6392803636205888	4.0133278369049264e-05	0.0038143654351201033	0.353407693493096	0.8297209903725664
ENSG00000181867	FTMT	EPI	91	0.8832864215946883	0.328027039517913	0.5483373758409354	0.8447594061628965	0.8595460342929261	0.6136154692700944
ENSG00000181867	FTMT	GGE	75	0.48173756664135214	0.3378110222272134	0.24141315669994856	0.20940377362718093	0.7551502522246931	0.596156900625638
ENSG00000181867	FTMT	NAFE	71	0.7301278932564841	0.38102442609570375	0.5098484466214784	0.0206559775576442	0.5546786723082867	0.6473889621267039
ENSG00000181873	IBA57	DEE	70	0.509621389360805	0.013097753512742654	0.2467180400713916	0.0005153750726126518	0.13062001983385996	0.6931418489661597
ENSG00000181873	IBA57	EPI	102	0.13731693386784286	0.6521286552880508	0.11086412423063051	0.5668525259162215	0.3785780741750663	0.2627124190122254
ENSG00000181873	IBA57	GGE	79	0.9623295651483599	0.9764004998684426	0.009896756070992776	0.5703088697453206	0.49888096515707514	0.29555630966532837
ENSG00000181873	IBA57	NAFE	75	0.9529985331625253	0.9239708294355534	0.5828027524681054	0.4457165671988109	0.6712665959427444	0.1322617898240055
ENSG00000181885	CLDN7	DEE	42	0.26734585586429516	0.06329601506534577	0.02363154111888583	0.03158536076666608	0.1716205369844579	0.9138715452575367
ENSG00000181885	CLDN7	EPI	51	0.1873508990700638	0.44354804609250764	0.8659758461460554	0.8985498754745486	0.6174999394239067	0.32870160883182375
ENSG00000181885	CLDN7	GGE	42	0.7081413596977908	0.9653953180241385	0.4784377763559038	0.17122329222407723	0.996625523287795	0.885207653920774
ENSG00000181885	CLDN7	NAFE	43	0.525442391429278	0.3301220054002151	0.23159819309855798	0.9477219855022195	0.7398356514709739	0.6769473239808201
ENSG00000181894	ZNF329	DEE	140	0.5495582768157345	0.5678379704900096	1.4925093332145245e-05	4.943610400866935e-11	0.9443316354095005	0.7140909617134158
ENSG00000181894	ZNF329	EPI	179	0.11212559074737763	0.313112073637521	0.11328881430368244	0.016408359434485976	0.1206042012663391	0.2785045671792929
ENSG00000181894	ZNF329	GGE	150	0.4419828070262747	0.15774648819825973	0.5672271211879987	3.0118819745042615e-06	0.31800975229298434	0.5698650577864263
ENSG00000181894	ZNF329	NAFE	156	0.04517808857467106	0.8395534596496963	0.8567578367541238	0.0030889864845832084	0.18886802606313627	0.18301819637192077
ENSG00000181896	ZNF101	DEE	100	0.30167427663245916	0.3200705592683502	0.0028717559076142348	3.41797619318834e-07	0.08681773579393691	0.02474835147542976
ENSG00000181896	ZNF101	EPI	129	0.4542883027137511	0.20349586195883956	0.9226064024796878	0.850588451586375	0.36619324171204326	0.20089374220829642
ENSG00000181896	ZNF101	GGE	97	0.8948224146227377	0.5354471146121665	0.5161912417904169	0.0012146552755384868	0.7919695937109816	0.6433872110163626
ENSG00000181896	ZNF101	NAFE	108	0.5240289137301406	0.7849944964630261	0.14427510118042056	0.24542911469305667	0.9372308961073346	0.9051765438614487
ENSG00000181903	OR4C6	DEE	125	0.8795792585327532	0.6440106751159483	0.0008495067311316799	3.4461598518462595e-13	0.6032433857405219	0.12828440849298572
ENSG00000181903	OR4C6	EPI	157	0.12370233520506492	0.011256533572923753	0.04269622740120877	0.1842913413721249	0.03608131807978767	0.5591149285550527
ENSG00000181903	OR4C6	GGE	135	0.2306338165524242	0.9934713325005932	0.02121272316374544	0.0067731958067827145	0.5460144802814133	0.35681497534723516
ENSG00000181903	OR4C6	NAFE	138	0.22845233062017492	0.005091124017766193	0.29168688538477827	0.004544061340167236	0.03071546486632017	0.7676814697241577
ENSG00000181904	C5orf24	DEE	35	0.03215928031790279	0.22290996353011802		5.2676032540138e-16	0.1446133421754674	0.4076272146944452
ENSG00000181904	C5orf24	EPI	49	0.24777883026821124	0.7338653493187861		0.5772446331105856	0.6734958498521454	0.849184303421462
ENSG00000181904	C5orf24	GGE	43	0.9109003875323904	0.8048676287641328		5.801685567957638e-07	0.8773158041335027	0.43990250872639913
ENSG00000181904	C5orf24	NAFE	43	0.18652392860995226	0.3308935440326316		0.005165729558475145	0.5081768940441931	0.447544804661659
ENSG00000181915	ADO	DEE	58	0.7029817465984265	0.6583160035571114		8.162169324659088e-21	0.7669436329185083	0.3161915961544602
ENSG00000181915	ADO	EPI	74	0.6152975768219672	0.27125112748864566	0.1800048370775685	0.269271576140394	0.506613187031091	0.5194275837232567
ENSG00000181915	ADO	GGE	60	0.9519367512448746	0.3090243489569124		2.532122531466675e-08	0.33537675408939166	0.07445082638258502
ENSG00000181915	ADO	NAFE	65	0.6439972995269595	0.9518552158024991	0.04580934255883858	0.29825685113040096	0.4320251459265092	0.4844867642027938
ENSG00000181924	COA4	DEE	23	0.30165538827422933	0.9084989583325649		7.457566870728519e-10	0.5821818616596877	0.7543175523909625
ENSG00000181924	COA4	EPI	31	0.4067703893999709	0.9636158338343104	0.20541689190337367	0.3338114191294177	0.6341333569306351	0.6452792628838361
ENSG00000181924	COA4	GGE	28	0.16467407706828974	0.38312561239874765		0.0006665257917661885	0.38401513679788396	0.22245023476921005
ENSG00000181924	COA4	NAFE	27	0.9175969365112868	0.33038163410043275		0.009315070698366866	0.7062048570967239	0.6505094538839636
ENSG00000181929	PRKAG1	DEE	56	0.16086235867765056	0.5053084984639713	0.005084918539618428	5.579826108519666e-07	0.6169846555603052	0.616922635750981
ENSG00000181929	PRKAG1	EPI	81	0.5507018731917275	0.5100889400313502	0.8825044906312668	0.3824495337955338	0.9344450630546262	0.8789735773769469
ENSG00000181929	PRKAG1	GGE	63	0.14632202827333088	0.7511274817897662	0.3608107541472467	0.04355327467081412	0.6704591104943008	0.8305441434785386
ENSG00000181929	PRKAG1	NAFE	66	0.654661357482939	0.7693633333845239	0.5107717081046945	0.2721123024674329	0.9877708598062104	0.7983706023331033
ENSG00000181938	GINS3	DEE	50	0.9044141550736309	0.7376150289404606	0.08924570277768007	2.0082241234379733e-05	0.9318937848063192	0.7590624849903025
ENSG00000181938	GINS3	EPI	72	0.0029943129615725003	0.5377792789293352	0.20191712323447045	0.21525736227765638	0.03875013866605759	0.46929314093654406
ENSG00000181938	GINS3	GGE	57	0.11768517771053402	0.24861393121356606	0.4214614770937031	0.004352125956938759	0.06963841491432204	0.17558862432617287
ENSG00000181938	GINS3	NAFE	63	0.021453648088472225	0.3576748533305206	0.9474235974244813	0.1779620555050629	0.21778933255268146	0.8213134200964547
ENSG00000181939	OR4C15	DEE	162	0.43031155446336444	0.8229815735688234	2.7540847192214943e-07	3.2478484640936323e-09	0.7276016484884469	0.8451415479950682
ENSG00000181939	OR4C15	EPI	213	0.16555796257148886	0.9887639610599444	0.6175364256793495	0.6703051454509499	0.5399142086310824	0.2627216853918026
ENSG00000181939	OR4C15	GGE	171	0.019841756896652216	0.7089725510413052	0.05960983235052039	0.002030789650855701	0.19843799140649546	0.6397451359872827
ENSG00000181939	OR4C15	NAFE	183	0.4143853878452769	0.6314189161174306	0.3597641022816195	0.05680273830415625	0.8617585221343228	0.5236077983336948
ENSG00000181958	OR4A15	DEE	145	0.5075831778580748	0.4305648123800847	0.004631426513267586	4.864533729529459e-13	0.36982603086080157	0.5477164290672801
ENSG00000181958	OR4A15	EPI	197	0.4569576994927157	0.24848907327918016	0.7135951257900115	0.013157243521305246	0.11216252977067487	0.04554782734560839
ENSG00000181958	OR4A15	GGE	156	0.7091422027680725	0.8134032454321364	0.03993427133520245	0.0004656224016037598	0.4037413226619577	0.053415843493805605
ENSG00000181958	OR4A15	NAFE	165	0.0077657824318273444	0.3074310402765515	0.961771845305903	0.0005504035284920306	0.008421620878233347	0.020487570691911285
ENSG00000181961	OR4A16	DEE	124	0.2891345693438633	0.6634010866257286	0.00031994089605635846	8.215775719318951e-10	0.4880784805774365	0.15122179244306888
ENSG00000181961	OR4A16	EPI	160	0.44034407119742813	0.40002393613451726	0.5840169811869282	0.4998989895984407	0.8087795723958118	0.8378460711590826
ENSG00000181961	OR4A16	GGE	126	0.7275231860284526	0.6297504902801341	0.12780678594639214	0.005463843180100011	0.9734806285724049	0.8887768570656418
ENSG00000181961	OR4A16	NAFE	145	0.9398949399861187	0.4647351017111825	0.284482094441328	0.1177612604982263	0.9488107873144925	0.690564368119998
ENSG00000181963	OR52K2	DEE	102	0.21477887018375444	0.9330893789385282	0.000375350025367315	5.968701707431838e-07	0.6370424839916361	0.3123105253517171
ENSG00000181963	OR52K2	EPI	121	0.9536758929558722	0.13034245619819818	0.6454169836175747	0.7991592547381703	0.5668336284097473	0.4299222896831457
ENSG00000181963	OR52K2	GGE	104	0.6235948108019055	0.6953683899944505	0.0008132851279693917	0.17825901824039228	0.5211501476307547	0.8208577497534463
ENSG00000181963	OR52K2	NAFE	113	0.692068408817176	0.9756007306576131	0.46103159502033764	0.11385447757289481	0.9793387613989426	0.6256119629380319
ENSG00000181965	NEUROG1	DEE	68	0.4811086054143343	0.1510293009021516		2.6811128946909377e-24	0.467944068371132	0.8944177858305827
ENSG00000181965	NEUROG1	EPI	93	0.337677899939439	0.646878921541162	0.051894671392742876	0.08974675152113167	0.4241324572964368	0.7618191274451426
ENSG00000181965	NEUROG1	GGE	71	0.22842191184375396	0.4562628537423554	0.0014057257793576496	0.06685947432108594	0.08141774535041517	0.7363392671747425
ENSG00000181965	NEUROG1	NAFE	80	0.34102501097065707	0.9857603527262488	0.04541148782511479	0.23716351259222979	0.5006077274998996	0.7639078095029292
ENSG00000181982	CCDC149	DEE	91	0.9868799948780567	1.893441870578732e-16	2.4766451660094958e-05	2.936102631704982e-29	0.9192258358683548	0.6167886006174161
ENSG00000181982	CCDC149	EPI	111	0.5573353473361655	0.42929394962515643	0.9251784249987536	0.004999048771113937	0.6882524322549861	0.6942174179499041
ENSG00000181982	CCDC149	GGE	90	0.8805669265638852	0.00017442816482890776	0.14651063808266948	1.5705806698527652e-10	0.853650964323191	0.5606996299414413
ENSG00000181982	CCDC149	NAFE	99	0.9304594012054033	0.001105235192496527	0.1733904262845359	7.221370197029693e-08	0.8183606261257492	0.38015635835645445
ENSG00000181991	MRPS11	DEE	66	0.08978550282793606	0.9900992490462247	0.04184874479059771	6.474873487527914e-06	0.5156130641127382	0.9795499991062342
ENSG00000181991	MRPS11	EPI	77	0.1899231584818654	0.21199152903147914	0.20409053364566626	0.15258715571227557	0.26031632643421376	0.6252701508343075
ENSG00000181991	MRPS11	GGE	65	0.26721004208145066	0.4323047461437064	0.5268149031580769	0.007333188208190798	0.7194331849223292	0.9178046609248413
ENSG00000181991	MRPS11	NAFE	61	0.7826969104124499	0.38697770797971953	0.6800071831311627	0.10376088338040572	0.6860548741775822	0.6073479932997277
ENSG00000182004	SNRPE	DEE	3						
ENSG00000182004	SNRPE	EPI	4						
ENSG00000182004	SNRPE	GGE	3						
ENSG00000182004	SNRPE	NAFE	4						
ENSG00000182010	RTKN2	DEE	119	0.2871319822593398	0.5246700232762409	0.00014779220044163697	4.662635901422591e-11	0.7931013636938067	0.9380040784878527
ENSG00000182010	RTKN2	EPI	154	0.5215447640448849	0.5928387060289213	0.6842653252479369	0.335573099187627	0.9386868329030353	0.6932794882462943
ENSG00000182010	RTKN2	GGE	122	0.03386076579065234	0.32405278392260395	0.08187135092665772	0.0002546692422709515	0.2361526272917793	0.572553804674842
ENSG00000182010	RTKN2	NAFE	131	0.9908524681774762	0.4793027928403083	0.6765741951629287	0.006850869487446752	0.4229166825885087	0.08539560748733152
ENSG00000182013	PNMA8A	DEE	94	0.2740360091564949	0.03479873554455591	0.0007962356345031335	0.0012328922526732436	0.09459641513386279	0.8853179297324465
ENSG00000182013	PNMA8A	EPI	124	0.2577266791851771	0.8513689854073676	0.5804460539478288	0.9057572707102344	0.7877772586518265	0.629478706937038
ENSG00000182013	PNMA8A	GGE	102	0.7866199294764137	0.8707660470791002	0.6995328808819601	0.01920820112994227	0.5690868965073598	0.12389601480101396
ENSG00000182013	PNMA8A	NAFE	103	0.06002258356277563	0.25893996459973034	0.3502027659513435	0.5586351549821962	0.3104968211537145	0.8402404452123207
ENSG00000182022	CHST15	DEE	113	0.09491931857836315	0.8369711333453957	1.1478342208138737e-07	0.09091650530347527	0.0133066680262755	0.8570284241763697
ENSG00000182022	CHST15	EPI	147	0.5974600092839297	0.8263798598268564	0.18594063367182442	0.6020290414138949	0.5097672547312544	0.18028250678119812
ENSG00000182022	CHST15	GGE	113	0.8828767152065423	0.1068327438196565	0.0801543738934494	0.4348235772777679	0.37248932211797486	0.27430680945917507
ENSG00000182022	CHST15	NAFE	127	0.27994553292346297	0.8583189826460134	0.20417701722497908	0.5527040710693036	0.5028290566813645	0.1845845672225337
ENSG00000182035	ADIG	DEE	21	0.6264068757104678	0.8667585872983671	0.17812050049115585	0.02107144893960493	0.9821958744538831	0.8751510257835609
ENSG00000182035	ADIG	EPI	28	0.354797864655254	0.18323405844026852	0.3489641688355568	0.22045060222240137	0.36839016619961207	0.35175121224908856
ENSG00000182035	ADIG	GGE	21	0.8599807348852428	0.04442833911908813	0.9348800961046166	0.3811529966641489	0.20719583795818375	0.18403413334160484
ENSG00000182035	ADIG	NAFE	25	0.08046103151178427	0.15068403629982965	0.41239576484154616	0.10288487609183686	0.07362443520786835	0.09516648916862541
ENSG00000182040	USH1G	DEE	155	0.18894067539595497	0.2693862705348667	0.0013882670575676831	3.85602953794745e-10	0.4846707778727327	0.9652000231336348
ENSG00000182040	USH1G	EPI	179	0.18714765802844588	0.3468420992367598	0.4901281042796327	0.7586385956518322	0.344715795911268	0.30419958056272867
ENSG00000182040	USH1G	GGE	155	0.17964599765312667	0.5451494585566883	0.5649104038033085	0.0006091560334976084	0.49428024692067474	0.7503003872147713
ENSG00000182040	USH1G	NAFE	156	0.011469387559622929	0.6535522885381051	0.581854336664025	0.44565558077984524	0.12210308567091725	0.8396998794950032
