Gene ID,Gene Name,Group,# of Variants,Constraint p-value,GERP p-value,Pathogenicity p-value,pLoF p-value,Missense p-value,Unified Model p-value,Epi25 DM p-value,Epi25 PTV p-value
ENSG00000186377,CYP4X1,DEE,114,0.0995515224615697,0.1450050259892112,0.9397793155971724,1.407103648761775e-09,1.6886980526174872e-06,0.0603831514597362,,0.030978
ENSG00000186393,KRT26,DEE,117,0.7581783230695397,0.7747940092898866,0.3699568345329675,0.0381957289059946,2.4612729286934125e-14,0.4516397771877263,,0.36121
ENSG00000186395,KRT10,DEE,92,0.8724759166463638,0.3865779275148427,0.7213593153337834,0.0648194024228743,0.0067908052848244,0.8955997818677043,,0.77846
ENSG00000186407,CD300E,DEE,54,0.217990736573838,0.497606271524861,0.5039469436643567,0.0981781369626157,0.002370435046743,0.6491589845197114,,0.32917
ENSG00000186409,CCDC30,DEE,143,0.152525598871854,0.1552285142164667,0.6271876528140619,8.776374343217572e-07,3.2369557396431066e-12,0.3144775357000656,,0.3703
ENSG00000186417,GLDN,DEE,96,0.8054960554725342,0.0412824895564801,0.2537623974502904,2.605863441891478e-11,0.1744978881256499,0.0001253550113139,0.38905,0.031672
ENSG00000186431,FCAR,DEE,108,0.5482267748507207,0.0241931284681946,0.9485791804378192,5.984302367278353e-07,1.4920218977860673e-19,0.1713110452865043,,0.46108
ENSG00000186439,TRDN,DEE,91,0.8442649065403943,0.0522599007012115,0.4003875001959772,2.3186021888210263e-05,1.1299794670567644e-05,0.2326389383818209,,0.24873
ENSG00000186440,OR6P1,DEE,102,0.1530761187695407,0.8992433575235271,0.1313810099833116,0.0144508357164676,2.7207263766631597e-10,0.2379594906779408,,0.93486
ENSG00000186442,KRT3,DEE,176,0.0640150558902839,0.6755673793788051,0.1245346842738155,2.2984219744831974e-07,8.116013792092172e-12,0.2117890990204378,,0.24978
ENSG00000186446,ZNF501,DEE,55,0.488450958219053,0.6868792800064089,0.7601925542996305,1.6562914732953635e-10,1.3133477733571125e-07,0.2981344473204551,,0.60486
ENSG00000186451,SPATA12,DEE,47,0.0285488137983318,0.951390660487668,0.7206287996561749,8.257640767250597e-06,4.3191330805887795e-11,0.2739805788710941,,0.20201
ENSG00000186452,TMPRSS12,DEE,76,0.9144370119386652,0.9244285323897125,0.3524547525233349,0.0071733929280107,1.2770358918535982e-06,0.9151586955710468,,0.21492
ENSG00000186453,FAM228A,DEE,42,0.9636146931889338,0.9742752298904362,0.4364340658523961,0.0125695427914009,5.134146678004035e-05,0.9531374740972016,,0.57535
ENSG00000186458,DEFB132,DEE,26,0.3126114605626192,0.2351163860887306,0.0636370437557918,0.0007753616149028,0.0002664743336484,0.2681162045221038,,
ENSG00000186470,BTN3A2,DEE,86,0.9938027323578432,0.9441456228961382,0.135994526478778,0.0021931756058157,5.074702281446683e-12,0.4028811190267569,0.40479,0.52966
ENSG00000186472,PCLO,DEE,1102,0.1123231691936076,0.0005605351514757,0.9883787804075032,1.1797607597154456e-05,1.2600916211340296e-15,0.0046435250094968,,0.61022
ENSG00000186474,KLK12,DEE,65,0.4016246813046832,0.6518068309935541,0.2650349681305916,7.827318046027199e-08,0.0002292512872597,0.1141146517523057,,0.29521
ENSG00000186479,RGS7BP,DEE,33,0.787976346332119,0.2387699330855767,0.7109049936885242,,4.860865797444761e-13,0.6636560576588646,,0.66053
ENSG00000186480,INSIG1,DEE,27,0.4819240740730235,0.9759897650326416,0.4196708892580575,,2.4292482335699858e-08,0.6906055039516811,0.77231,
ENSG00000186487,MYT1L,DEE,146,0.0296933529210968,0.2691136514534071,0.0911456158757835,,4.9290300220958735e-61,0.0117056144232646,0.32886,
ENSG00000186496,ZNF396,DEE,72,0.2381449500873609,0.603334101907776,0.902577738483865,0.1184554791548605,2.7178359893629627e-10,0.3371725456930238,,0.55089
ENSG00000186501,TMEM222,DEE,32,0.8462597313354449,0.903915250493991,0.9650482397322646,0.2955719855576023,0.0289812801369829,0.9992185727546752,,0.38919
ENSG00000186509,OR9Q1,DEE,79,0.1917932027807188,0.6398364601282394,0.3420747805938914,0.347421733527579,3.9345340630928605e-05,0.5461008924723745,,0.11343
ENSG00000186510,CLCNKA,DEE,189,0.008484604498199,0.8339486544218571,0.7626403079851044,4.1932836187865835e-11,5.742648939289669e-06,0.0064225676579466,0.37938,0.026315
ENSG00000186513,OR9Q2,DEE,84,0.6661180418827479,0.8004348158703409,0.9311012404309472,0.0001982308182686,5.540341357796106e-06,0.955450786575187,,0.48379
ENSG00000186517,ARHGAP30,DEE,264,0.8374486270016878,0.4797506808890904,0.8890356864263913,0.0003526942574245,5.566950678095216e-10,0.9612977788142943,,0.7149
ENSG00000186526,CYP4F8,DEE,177,0.7891382324142289,0.4273926341667851,0.6538643742401747,0.0001002137846967,2.81879261510332e-11,0.9179658555553352,,0.69444
ENSG00000186529,CYP4F3,DEE,192,0.6778687642312491,0.3075754686995707,0.1484255860418685,5.718762485054366e-07,1.0308036478270304e-18,0.3410759616041348,0.83391,0.72883
ENSG00000186532,SMYD4,DEE,250,0.4868031783277653,0.2310168441922346,0.2793727501435167,3.602550899494207e-09,1.2943593176079248e-21,0.4395548016172744,,0.60141
ENSG00000186564,FOXD2,DEE,33,0.6077841936530257,0.1774972850725822,0.629081214530129,0.3252532251833565,0.0185077936933994,0.533784020456229,,0.10373
ENSG00000186566,GPATCH8,DEE,283,0.0898268795104892,0.8555236275226318,0.3069034000370807,0.2367328684186113,0.0233049843501481,0.4015403379746871,0.69191,0.6421
ENSG00000186567,CEACAM19,DEE,36,0.9344135319333198,0.8364979140566833,0.8432671937336452,0.2489370767176398,0.0740468230108621,0.997923321199741,,0.57668
ENSG00000186575,NF2,DEE,95,0.338661631231591,0.2679419922778435,0.8856427852388566,0.1615791239023607,0.003925876431449,0.6496513846266037,0.19133,0.40893
ENSG00000186583,SPATC1,DEE,190,0.8837336956166069,0.3281956205488611,0.4729629670101186,0.0003707707623234,1.2476068623950329e-12,0.752070126173025,,0.94346
ENSG00000186603,HPDL,DEE,92,0.4957890154360683,0.9496550647756402,0.7333721436556317,1.221079731750625e-06,4.237707145827368e-09,0.9259703381111534,,0.3176
ENSG00000186625,KATNA1,DEE,92,0.071855310405125,0.166680033685625,0.6875535595202609,0.0001045851829132,1.0897465674697848e-06,0.185162846354648,,0.058933
ENSG00000186628,FSD2,DEE,166,0.0048279616523958,0.6905155380558478,0.1509293853501926,6.806850614054815e-05,8.45816969186992e-13,0.0425068092559172,,0.60291
ENSG00000186635,ARAP1,DEE,295,0.9247714010564274,0.955469170885856,0.3907854196399901,6.505590697468866e-06,4.823243445769355e-11,0.8718959192292041,,0.52763
ENSG00000186638,KIF24,DEE,300,0.2764396128195392,0.3345128314402567,0.1894301102763697,2.657184090543288e-12,1.4414501483790466e-24,0.2519133441929656,,0.75781
ENSG00000186642,PDE2A,DEE,98,0.2668493015914763,0.6246830664753203,0.1138608887366117,0.0013789768662168,1.0458449121742907e-07,0.121619442673208,0.56037,0.52242
ENSG00000186648,CARMIL3,DEE,316,0.8019998290797952,0.686807205789346,0.4017214523811472,4.456338675378167e-08,1.4275708205679741e-18,0.922507591632969,,0.42547
ENSG00000186652,PRG2,DEE,65,0.6708099921195958,0.5614584775474956,0.4860274012947153,0.0559971915149384,0.0079103071717918,0.9124300935321968,,0.099199
ENSG00000186654,PRR5,DEE,120,0.7367734786311014,0.5128490499224346,0.952088345105431,0.0002082969386808,1.3227668360007288e-08,0.9529455897750287,,0.31946
ENSG00000186660,ZFP91,DEE,59,0.7239759772712293,0.6661770507361262,0.4455989220588864,0.3024140610817933,0.0231555736916907,0.9462946496995682,0.25982,0.52561
ENSG00000186665,C17orf58,DEE,25,0.3734564990236307,0.6582407242650311,0.6077707190643402,0.0077901708361127,0.0002909970964757,0.7940783247104412,,0.7939
ENSG00000186666,BCDIN3D,DEE,56,0.917567533018415,0.767089228320743,0.5919669491463584,0.0052039779005616,0.0611035357890823,0.7799248504166042,,0.012427
ENSG00000186684,CYP27C1,DEE,82,0.8237245579952251,0.4619769941598619,1.1176898441349476e-26,2.3145595369826782e-14,2.282675713637112e-28,0.0182653445562159,,0.037127
ENSG00000186710,CFAP73,DEE,53,0.9895748822863872,0.9398000616144886,0.9308737391072128,0.0379590612405172,6.340816513990243e-07,0.9598342429054626,,0.28834
ENSG00000186714,CCDC73,DEE,157,0.9927181817808368,0.8157469961488535,0.2074305652777454,1.9701205683918427e-07,3.3818445537759257e-14,0.8076109103248535,,0.81331
ENSG00000186716,BCR,DEE,284,0.612601297360959,0.235027659111827,0.4634990877157212,2.4798969882244516e-05,1.5868858412940617e-06,0.4902515347653383,0.91499,0.46586
ENSG00000186723,OR10H1,DEE,104,0.2888238663160141,0.6028925436649063,0.7378341901098027,0.001238583246725,0.0053532899015689,0.5690800740227386,,0.090889
ENSG00000186732,MPPED1,DEE,59,0.983801777386702,0.4680644006326132,0.2063641770725293,0.005950971565548,1.466353990092613e-05,0.5463814567827099,0.29426,0.89015
ENSG00000186765,FSCN2,DEE,177,0.7763954722086278,0.0188148849501612,0.995722266655759,1.4138104536946028e-06,3.927903553202366e-12,0.1957159551604556,,0.45457
ENSG00000186766,FOXI2,DEE,68,0.9387287387327008,0.9548443526853588,0.2768850019442614,0.0009365739408769,0.0006526452915359,0.7537100431563705,0.32193,0.86198
ENSG00000186777,ZNF732,DEE,184,0.855837613135696,0.9290917522437216,0.9417703072913308,2.9711639418448062e-08,6.473526009281719e-28,0.4949520327494747,,0.54206
ENSG00000186788,SPATA31D3,DEE,51,0.0463547925482179,0.8782834176111287,0.3949611463251029,0.1526768751520798,1.713011999977224e-05,0.2868291727562471,,0.69265
ENSG00000186792,HYAL3,DEE,87,0.744719499887752,0.2348776366271065,0.7210995679169659,0.0015174213761765,1.2191690977502821e-08,0.8247833622218995,,0.57922
ENSG00000186795,KCNK18,DEE,88,0.53891174600598,0.1368225320279749,0.6441551579765756,0.0449224763786159,1.3618926084714203e-05,0.563492166113462,,0.13722
ENSG00000186803,IFNA10,DEE,68,0.7688958848701481,0.8547850299947992,0.6043628017878673,2.231339212703081e-06,0.0029510609361916,0.2786511257748368,,
ENSG00000186806,VSIG10L,DEE,141,0.6435637353201081,0.8623233005186288,0.5972978305289829,3.4348672737006906e-11,6.835597528073459e-14,0.7545353654004433,,0.45872
ENSG00000186812,ZNF397,DEE,127,0.0022633947041574,0.5334362101366887,0.9390681600412156,0.0082281857083862,1.1276037837784493e-14,0.0329240883490872,,0.66375
ENSG00000186814,ZSCAN30,DEE,112,0.8735372320185225,0.8965283518186425,0.931979640261064,3.938382583121808e-06,3.33365432547992e-08,0.9429925161920892,,0.30628
ENSG00000186815,TPCN1,DEE,162,0.2143911341418949,0.5307029045590868,0.5140577545232614,0.0043502762257555,1.089995400115526e-06,0.7239109103564476,0.53403,0.37223
ENSG00000186818,LILRB4,DEE,162,0.5259676188841776,0.843954244826955,0.601059011125719,7.507645068628799e-06,3.8638488392230895e-09,0.8771498778133708,,0.64114
ENSG00000186827,TNFRSF4,DEE,64,0.8904048355671594,0.3880808798688228,0.6566364069398378,0.0794666939461209,0.0007361992902029,0.9282473897406696,,0.31021
ENSG00000186832,KRT16,DEE,153,0.4482648681027996,0.4665424001304237,0.2058776907566654,0.0252740573480141,2.625583431590805e-06,0.4991290298680835,,0.86266
ENSG00000186834,HEXIM1,DEE,59,0.5157395094943011,0.6734797574643236,0.1264168568788795,0.2365089291099923,0.0172307922888917,0.6536907635814038,0.36161,0.29961
ENSG00000186838,SELENOV,DEE,112,0.2947245635518335,0.3258293528844901,8.288961557777516e-26,1.097831911983696e-08,3.638817701348161e-39,0.5370018145467854,,0.56234
ENSG00000186844,LCE1A,DEE,52,0.8399338400711798,0.092661593286679,0.8618736280955783,0.2511651857505239,0.0002217118351275,0.5210387311902127,,0.3962
ENSG00000186847,KRT14,DEE,127,0.1686211941811018,0.7649960346513656,0.6343405716380013,0.0454374584037353,0.0001887962255487,0.7172729586395543,,0.35989
ENSG00000186854,TRABD2A,DEE,136,0.3568072627842599,0.6381919781600474,0.3378431680627138,7.631645845249575e-05,2.13334189834889e-10,0.7698286464552346,,0.24925
ENSG00000186860,KRTAP17-1,DEE,33,0.4120816423494423,0.4902667506699306,0.1130235867894923,0.4720181893724926,0.0029810530798523,0.3775036806746555,,0.67116
ENSG00000186862,PDZD7,DEE,283,0.4429667404574526,0.0740689923778261,0.9240993121063632,0.0002358711031564,1.2034908063017718e-21,0.2193423838277798,,0.56006
ENSG00000186866,POFUT2,DEE,77,0.0041779294032782,0.9286648178220148,0.0754889368463157,0.0014119618737357,0.0122907119267829,0.014481813886025,,0.4695
ENSG00000186867,QRFPR,DEE,125,0.0409472636218658,0.2474055998791094,0.7200576134242211,3.112706894706103e-16,6.651846037800931e-09,0.0006709323886405,0.70806,0.0033216
ENSG00000186868,MAPT,DEE,202,0.8061539798921282,0.9493528689279134,0.5448280238471583,5.826485259242983e-07,2.6436568278187507e-10,0.8542619806505213,0.83416,0.24794
ENSG00000186881,OR13F1,DEE,85,0.1633661546378542,0.6580039004712359,0.1716898204004358,0.0221351606602699,2.272172247457398e-09,0.2092081987816396,,0.25148
ENSG00000186889,TMEM17,DEE,51,0.398528769020519,0.92180366635148,0.0392438166295309,0.0749053544830385,0.0008784147461911,0.2739535415797111,,0.62631
ENSG00000186891,TNFRSF18,DEE,66,0.9245590976139404,0.4344984704934853,0.9796625547210216,4.6084819097012826e-05,0.0001851482946719,0.5379527820989387,,0.23122
ENSG00000186895,FGF3,DEE,55,0.8936614980008433,0.7265292273865703,0.0212648799745185,0.741794110363519,0.0004690028488192,0.059620089403115,,
ENSG00000186897,C1QL4,DEE,36,0.4839672151026898,0.3908394568268235,0.0720812612593019,0.0369276062016744,0.0451866712842105,0.2839124785670527,0.18609,0.35622
ENSG00000186907,RTN4RL2,DEE,36,0.900671138109888,0.7700334538295086,0.5769817642946704,,6.37754246598818e-11,0.9486589867229468,0.14751,
ENSG00000186908,ZDHHC17,DEE,69,0.9111035849655504,0.9126382498268572,0.3032306444803414,0.0478714144366899,0.0040553837385486,0.877156517121091,,0.54115
ENSG00000186910,SERPINA11,DEE,102,0.9627546429013986,0.6361359567779363,0.37546752707103,0.0027912604404107,3.818444040508778e-06,0.7274891899642524,,0.2233
ENSG00000186918,ZNF395,DEE,93,0.7611802619267831,0.2547777003599243,0.3083362789852608,0.009641152211103,1.6866672813002214e-06,0.7182211116143054,,0.24856
ENSG00000186919,ZACN,DEE,165,0.001666485238752,0.0453410461343636,0.633814212037292,3.702219943551579e-05,1.2772091525950222e-18,0.0061191460391263,,0.60614
ENSG00000186943,OR13C8,DEE,75,0.4843575653426427,0.2239186990117105,0.0538469664457391,0.0002827061573958,5.2161505873370926e-08,0.3362444474703592,,0.06783
ENSG00000186951,PPARA,DEE,99,0.8925507498147549,0.0544421991216176,0.1434979784834399,0.0620184127679323,7.945806271334708e-06,0.2003167432278105,,0.85115
ENSG00000186952,TMEM232,DEE,99,0.0011470920974079,0.9273120958957656,0.5893584001816602,0.0163453483249323,2.3308517859137966e-10,0.0141255564050761,,0.053693
ENSG00000186967,KRTAP19-4,DEE,27,0.012439782784335,0.9853276171386814,0.9476023017045996,0.0296229077529956,2.330615877537364e-06,0.092340311886735,,
ENSG00000186970,KRTAP15-1,DEE,27,0.5470392969746425,0.1222050754097765,0.9988781649837144,0.5668083415562974,0.0009574871952169,0.4253947154392863,,
ENSG00000186971,KRTAP13-4,DEE,49,0.6521734778355075,0.4329372406932569,0.760430369625436,0.1893049578156444,0.0010455911053929,0.8764387652335547,,
ENSG00000186973,CFAP144,DEE,37,0.4012986106423586,0.0233425957496641,0.6365362513306256,3.5984073973564808e-06,0.0375398886578555,0.0106003258911097,,0.26081
ENSG00000186976,EFCAB6,DEE,383,0.0340679975662553,0.2693021572825599,0.5092139946354386,5.808171329299764e-10,4.1158371174351604e-35,0.0959743559093687,,0.55826
ENSG00000186977,KRTAP19-5,DEE,26,0.7785285194918401,0.1836354062287622,0.0143078356802651,0.6608879699271233,0.0650975772385048,0.0459912964128884,,0.55
ENSG00000186994,KANK3,DEE,101,0.8276578591666017,0.6389927841528587,0.9611668203233352,2.984203282781316e-07,7.00524364234254e-08,0.8472089056670897,,0.47791
ENSG00000186998,EMID1,DEE,119,0.9920097773888924,0.9042068981472146,7.738833969857264e-18,2.686740023316549e-05,3.594578258800112e-37,0.9525593819065848,,0.7574
ENSG00000187003,ACTL7A,DEE,120,0.5771853707378612,0.6449814966598231,0.0852827994332787,0.0002742686697872,2.8172961615720046e-08,0.4586182681150322,,0.76062
ENSG00000187017,ESPN,DEE,183,0.4834696363147754,0.9245178866273682,0.1885417251786254,0.0003549843616101,1.320485388348934e-11,0.6641038530485434,,0.527
ENSG00000187021,PNLIPRP1,DEE,205,0.93561769107975,0.6431377808657912,0.1215668033023131,2.1948188752661864e-15,0.00275597333633,0.0002435674837227,,0.0032447
ENSG00000187024,PTRH1,DEE,78,0.5098852741150492,0.0293817701228432,0.1272980194943118,5.938763894604281e-05,1.5223215525906147e-06,0.1430730019988877,,0.69149
ENSG00000187026,KRTAP21-2,DEE,26,0.3917413803950572,0.0542533761344043,0.3632910407199116,0.0009087870958059,0.3082128329129271,0.0671283158501365,,0.98413
ENSG00000187033,SAMD7,DEE,110,0.8629574833650894,0.0323613230817949,0.7106980646941721,3.824624807006018e-08,3.3518179396417445e-08,0.1647747187274068,,0.47023
ENSG00000187037,GPR141,DEE,78,0.0027165156551474,0.102302796820192,0.5125563893115841,0.018799886941265,1.0213849497225776e-06,0.018466694670269,,0.32179
ENSG00000187045,TMPRSS6,DEE,231,0.0012604440360256,0.4857566095830871,0.1573180475235015,3.089643696126455e-06,2.2732115870935735e-14,0.0099152084510376,,0.821
ENSG00000187048,CYP4A11,DEE,152,0.4875214552153795,0.4443557884455261,0.0141742635490559,8.257744325272018e-06,3.0151966693064135e-08,0.0811754589661395,0.6987,0.42686
ENSG00000187049,TMEM216,DEE,28,0.6394153002554117,0.4746589784430186,0.3152498675696669,0.3019343537988948,0.0268020784507512,0.805492290651732,,0.60432
ENSG00000187051,RPS19BP1,DEE,51,0.9151905978004606,0.4272607130339326,0.5720043057974818,0.0009503104946756,6.252879845638281e-05,0.906281217818873,,0.6538
ENSG00000187054,TMPRSS11A,DEE,102,0.7953708329467338,0.1959183331462582,0.619052796824761,0.0013831224202905,1.4685017805563863e-10,0.4900474226028362,,0.63249
ENSG00000187068,C3orf70,DEE,57,0.4755360328141406,0.3826865729879094,0.339065727814448,0.0586205986751127,9.717921404466983e-07,0.6349888296362977,,0.92076
ENSG00000187079,TEAD1,DEE,130,0.8621557823900885,0.3900594182378547,0.3457605323605626,,1.4014266647553757e-33,0.6606472153464209,,
ENSG00000187091,PLCD1,DEE,198,0.6467740560625546,0.1370665682923821,0.0967212148252103,5.523922874537388e-09,8.823260506150714e-16,0.2309473984172931,,0.57794
ENSG00000187097,ENTPD5,DEE,102,0.0019224774257502,0.3848389764659703,0.9272607730623788,0.0008548680589572,6.1462963203091305e-15,0.0361277684281379,,0.54316
ENSG00000187098,MITF,DEE,97,0.8302497446446274,0.200552242860849,0.6083035334598481,0.2580730618936193,0.0334360225395377,0.7549347816974273,,0.30851
ENSG00000187105,HEATR4,DEE,265,0.0341158583145464,0.1931730307351786,0.8564058276950021,2.724783925850283e-20,3.818385570059225e-12,0.0010977110231764,,0.039037
ENSG00000187109,NAP1L1,DEE,45,0.8364236641664906,0.0169915571051513,0.3089431715555072,0.2263916014277523,0.0917749316141424,0.1573560664029359,,0.27929
ENSG00000187116,LILRA5,DEE,79,0.0192971479695639,0.0852690328086687,0.5522159019208023,0.0134583826299316,9.002193353368228e-06,0.1117970034236179,,0.54422
ENSG00000187122,SLIT1,DEE,346,0.3301863530041604,0.3167118917753487,0.768983386505433,1.104004026433307e-06,2.0175787398663675e-05,0.2818459700865936,,0.31689
ENSG00000187123,LYPD6,DEE,33,0.8811997758415628,0.2056638081736238,0.8741345509431322,0.2695429096834648,0.0002352446938887,0.5797694124061152,,0.46862
ENSG00000187134,AKR1C1,DEE,103,0.9149866367634816,0.1138378879054367,0.3761118904102103,0.0417527150873777,2.2244863601913496e-14,0.0970863927987048,0.76116,0.40204
ENSG00000187135,VSTM2B,DEE,60,0.5125736474692091,0.2853541839818984,0.7269867343758099,0.0046363523924305,9.509799022731776e-06,0.7409429606664768,,0.47061
