Gene ID,Gene Name,Group,# of Variants,Constraint p-value,GERP p-value,Pathogenicity p-value,pLoF p-value,Missense p-value,Unified Model p-value,Epi25 DM p-value,Epi25 PTV p-value
ENSG00000055483,USP36,GGE,343,0.740125343908953,0.8404733264279025,0.7694083247476191,0.0007609206451545,0.041844907376603,0.6462996580773351,,0.25718
ENSG00000055609,KMT2C,GGE,938,0.45199822342528,0.4937938118543827,0.4054243843101535,0.7169829013722507,0.0012680567173591,0.7011755046087254,0.20832,0.46098
ENSG00000055732,MCOLN3,GGE,115,0.851677657150294,0.6282247999855313,0.7546282518888461,0.0048388239064277,0.0370081388327754,0.8160855180092497,,0.38525
ENSG00000055813,CCDC85A,GGE,153,0.5280815188153425,0.0685194659930222,0.1667216443055342,0.3648954524237505,0.0097642409611111,0.1997852692537925,,0.67811
ENSG00000055917,PUM2,GGE,177,0.9495737263019322,0.244865576987087,1.08172584020827e-08,0.002748702655004,3.76389149064285e-14,0.7082601919739098,,0.81755
ENSG00000055950,MRPL43,GGE,56,0.8275090513434288,0.9636932913584751,0.7960980570977093,0.1724393685262845,0.0881353908112208,0.9944808099758676,0.5688,0.76003
ENSG00000055955,ITIH4,GGE,238,0.2974846272003586,0.4268086397212652,0.1990598833717695,0.0002492787989715,0.0621995145121224,0.2118366369307938,,0.19424
ENSG00000055957,ITIH1,GGE,290,0.9370028387185266,0.59698692423061,0.2039608518769372,0.0353029330159824,3.9489361979611405e-06,0.7648656622236295,,0.67553
ENSG00000056050,HPF1,GGE,58,0.7714586025164313,0.2353651936938542,0.8717520130811094,0.0991753827953906,0.0820382151537426,0.7754250528147439,,0.68202
ENSG00000056097,ZFR,GGE,133,0.5417706180606113,0.8910666852693729,0.997344066507766,0.0113760563796497,0.5116719821972263,0.6279348726079251,0.88337,0.065342
ENSG00000056291,NPFFR2,GGE,113,0.938177896155933,0.2553584673165853,0.1262109991996849,0.0718798680305685,0.0496831354540847,0.465575497138002,,0.62194
ENSG00000056487,PHF21B,GGE,126,0.7780542730633266,0.0170008513726552,0.0023483209768337,0.7654797888498426,0.4831782343747951,0.0042027875421132,,0.5233
ENSG00000056558,TRAF1,GGE,91,0.8332902247322359,0.553949123467913,0.1549518071281173,0.9851113308210334,0.0571726661021773,0.5714678414550367,,0.97521
ENSG00000056586,RC3H2,GGE,202,0.5928816157968847,0.447145154949338,0.0113675144070536,0.0028649474921576,0.7528051982103461,0.0376171144916509,0.038431,0.1925
ENSG00000056736,IL17RB,GGE,136,0.4417264834298673,0.9795139943428238,0.6612887325818526,0.0436408114805453,0.0001515619953284,0.9313820171135389,,0.88435
ENSG00000056972,TRAF3IP2,GGE,102,0.1482316684753266,0.4909284421820145,0.2405045181716721,0.0474866777552761,0.1599246332074254,0.4274294584982557,0.70639,0.28121
ENSG00000057019,DCBLD2,GGE,167,0.0733159386081633,0.8084165068271096,0.3342073744126984,0.0014937229380295,0.2075096329065358,0.1114463123810347,,0.31049
ENSG00000057149,SERPINB3,GGE,129,0.4946716601953032,0.5919773321939719,0.7005523841348806,3.175302740555593e-05,0.5245057262249719,0.1782558773222237,,0.52642
ENSG00000057252,SOAT1,GGE,133,0.4911574581633586,0.9587446726941266,0.2797301470344587,0.030281722824412,0.0146241341964339,0.8130710690702567,,0.77791
ENSG00000057294,PKP2,GGE,193,0.2295179177924448,0.9966821613931538,0.2476581584429785,0.4148168087986177,3.2388942331303505e-06,0.3404121238022464,,0.037027
ENSG00000057468,MSH4,GGE,111,0.8859423081874096,0.3656870960371563,0.6956589625434373,0.7785028777235407,0.0006483128769912,0.6715865048392298,,0.96329
ENSG00000057593,F7,GGE,160,0.2404783279540638,0.7296130505457823,0.4361104039023062,0.0114477761114001,0.0432523202217664,0.5535754899766816,,0.14228
ENSG00000057608,GDI2,GGE,41,0.338073523721177,0.7668503017947303,0.9607479541181458,0.7017235126722025,0.35982868176509,0.8316409545885401,,0.76157
ENSG00000057657,PRDM1,GGE,173,0.6531094596127102,0.4484799424679693,0.6530730838952431,0.810780046657646,0.2427547604021521,0.8474368555616786,,0.68526
ENSG00000057663,ATG5,GGE,30,0.9398254724943784,0.1942747500056147,0.956811053805066,0.0006597459434366,0.0162416810936813,0.0369956642754153,0.66812,0.039384
ENSG00000057704,TMCC3,GGE,106,0.4449056607212374,0.2681542401500999,0.7319101291727415,0.3038926877189163,0.0360266673371929,0.7260689608152717,,0.53762
ENSG00000057935,MTA3,GGE,128,0.275996063354038,0.5004750949897917,0.869008451397008,0.0060529866331186,0.4755842855642848,0.271687455334413,,0.19552
ENSG00000058056,USP13,GGE,206,0.8584534971696238,0.2521950688891918,0.5967049679090161,0.0026455649086587,0.00585741186003,0.6221695793849841,,0.1924
ENSG00000058063,ATP11B,GGE,159,0.9530530124750248,0.061772060142803,0.9077836647244848,0.4876512799347655,0.8633460426333659,0.3185397224959294,0.31136,0.19682
ENSG00000058085,LAMC2,GGE,329,0.06827800789252,0.3214059175076522,0.4489281414887489,0.0128530933155405,2.7206840143112872e-05,0.2565893589605103,,0.82213
ENSG00000058091,CDK14,GGE,62,0.8253743047278728,0.6093146172922597,0.3518150135258585,,1.104366792716018e-08,0.7857345875758263,,0.45289
ENSG00000058262,SEC61A1,GGE,37,0.6444877818940418,0.936794777945,0.0992328668461622,0.6379738249928554,0.2624631880629053,0.53933600955875,0.31289,0.98876
ENSG00000058272,PPP1R12A,GGE,154,0.7982953153473173,0.9529410173181376,0.0975661444867461,0.7863747225490373,0.2552701158049138,0.4686157007264658,0.93475,0.69662
ENSG00000058335,RASGRF1,GGE,202,0.5212835954024202,0.5086627636896959,0.2707810936569789,0.0189636280244334,0.2550607346174823,0.4271488507317529,0.12723,0.25385
ENSG00000058404,CAMK2B,GGE,61,0.9457627076651348,0.0594638658935057,0.6047366945907324,,7.829018843878752e-07,0.2300370347031294,0.55026,0.97379
ENSG00000058453,CROCC,GGE,693,0.9020433018384026,0.9407895177172012,0.9884105283738832,0.0002874718683387,1.4128046459306051e-08,0.9980115556468416,0.69903,0.89772
ENSG00000058600,POLR3E,GGE,198,0.0007418572621077,0.6406362375393131,0.2324127855355818,0.0030231720133342,0.8724918394160556,0.002439829939578,,0.030407
ENSG00000058668,ATP2B4,GGE,255,0.851732008633264,0.7278224237271085,5.509150692055443e-05,0.2645366483686195,5.838914504281165e-31,0.5835361849382171,0.53405,0.51109
ENSG00000058673,ZC3H11A,GGE,161,0.8235548650094302,0.5563166965854484,0.9445462520574416,0.5950316689666457,0.1082277638435785,0.977438387196496,0.76091,0.73536
ENSG00000058729,RIOK2,GGE,117,0.8012750932214248,0.0143471965512226,0.5871019881920077,0.0474019806354433,0.142278333204471,0.1352835814255217,,0.78922
ENSG00000058799,YIPF1,GGE,73,0.2442190144325292,0.0758095355860856,0.1253123129615196,0.3722725219192649,0.0004935875722995,0.2630774043807489,,0.45424
ENSG00000058804,NDC1,GGE,118,0.6028063154778919,0.0627130726872282,0.8394769543852099,,1.2785085157540098e-15,0.2878236104469629,,0.61847
ENSG00000058866,DGKG,GGE,235,0.8605530393131401,0.2631132424778641,0.6556653275857494,0.0291948099690888,0.0002460084303952,0.8478208890235159,,0.52463
ENSG00000059122,FLYWCH1,GGE,332,0.4781846883862459,0.574751411981353,0.2145369762968627,0.0012416137591981,0.0052546058408333,0.480080068738282,,0.69119
ENSG00000059145,UNKL,GGE,67,0.5746347691657905,0.1221212831328212,0.0706654417379036,0.5395595698125739,8.088766007644868e-08,0.4321788958949949,0.60178,
ENSG00000059377,TBXAS1,GGE,194,0.4370090924633831,0.827396677661959,0.5252915478892672,0.2084857976885803,0.0003482191280542,0.7492544051201819,,0.58213
ENSG00000059378,PARP12,GGE,141,0.9614382652030512,0.068982784659896,0.791417574116735,0.0296792465803965,0.0801457270833282,0.3492139401765718,,0.1552
ENSG00000059573,ALDH18A1,GGE,172,0.2362362741038275,0.8995829733272729,0.8022716026883894,0.3624381817426227,0.0004384792820276,0.7377240158482696,0.86384,0.25526
ENSG00000059588,TARBP1,GGE,292,0.2088892794106933,0.64884814714926,0.7625037254246634,3.349701492998416e-06,0.006622055066318,0.2622885522837785,0.59135,0.89009
ENSG00000059691,GATB,GGE,130,0.2426975451348685,0.4669159901551314,0.551436530901048,0.6904966541101353,8.283345897926287e-06,0.2919621990524987,,0.1605
ENSG00000059728,MXD1,GGE,48,0.7094090653836966,0.8110139259518243,0.1898366327650913,,2.307527566442743e-07,0.5574412548936916,,
ENSG00000059758,CDK17,GGE,35,0.3273966171445738,0.2374555400777364,0.1389091989468401,0.0352793874706559,0.9660601981409668,0.2797303798151779,0.80652,0.15376
ENSG00000059769,DNAJC25,GGE,38,0.3871538912522738,0.1571866166536413,0.1387760568840582,,2.3890261785193576e-05,0.2561385960648909,,
ENSG00000059804,SLC2A3,GGE,125,0.7222567298799505,0.9299342477217428,0.2819988877724463,0.9687215746985568,1.4120332937687789e-05,0.4683962808118128,0.52376,0.36311
ENSG00000059915,PSD,GGE,234,0.673897433942469,0.3720641850088015,0.0027994584773386,0.0020467358663798,0.8002852614869769,0.008458797720218,0.46705,0.21608
ENSG00000060069,CTDP1,GGE,265,0.1208361509591536,0.5969813511538282,0.1719430144934118,0.2868477023872191,0.001359887063434,0.4030047545217393,0.91354,0.88144
ENSG00000060138,YBX3,GGE,106,0.760851748648918,0.9011955462439344,0.604290273748493,0.0002092012277504,0.8222692119961988,0.2041178863969864,0.8742,0.038185
ENSG00000060140,STYK1,GGE,130,0.5486589461722364,0.1844012189699333,0.8185061582192847,0.0270160745644326,0.0029357765112524,0.6882459788997655,,0.651
ENSG00000060237,WNK1,GGE,475,0.0588866957790982,0.2653326797135324,0.0858726449877054,0.2085728176821636,5.39330453709537e-07,0.0401018915570549,0.46102,0.3008
ENSG00000060339,CCAR1,GGE,111,0.6555836207635348,0.6289572896454076,0.4491235724455403,0.1111377090276161,0.2255710077071024,0.8700715414237243,0.64508,0.53296
ENSG00000060491,OGFR,GGE,170,0.5096275089646364,0.009677169807385,0.9721214632804458,0.0173737327248316,0.0039794922666613,0.1089153213212974,,0.88717
ENSG00000060558,GNA15,GGE,109,0.9002664789865056,0.1879384313069738,0.3159210191962477,0.043341172811322,0.7291724048128896,0.4261479892407807,0.40657,0.38573
ENSG00000060566,CREB3L3,GGE,112,0.8833852088751364,0.0278807199895357,0.7073137856779204,0.1079999420134992,0.0390892626424745,0.2601987004760913,,0.51394
ENSG00000060642,PIGV,GGE,115,0.5573444460661265,0.2396740364718842,0.9148341209456976,0.0008418104967132,0.0509433457107521,0.4421348814052788,,0.23132
ENSG00000060656,PTPRU,GGE,316,0.4595008571163966,0.3532191497395344,0.4588276334649314,0.4589256137255658,4.896993108593823e-05,0.5700662916596728,0.89314,0.30461
ENSG00000060688,SNRNP40,GGE,72,0.4045483494745547,0.1816300940622957,0.9308603680532052,0.7104135655205239,0.0010231004702742,0.4267682207734909,,0.81401
ENSG00000060709,RIMBP2,GGE,275,0.1922545443524652,0.5244668363845413,0.0916448336298777,0.7017413875284917,0.0658911351619674,0.2136183892028623,,0.87884
ENSG00000060718,COL11A1,GGE,342,0.4652570118490465,0.0042167874404387,0.5868776661291983,0.8866212796067021,3.6949115228515655e-05,0.0375039812885147,,0.29794
ENSG00000060971,ACAA1,GGE,130,0.0308571720164612,0.7379303588072011,0.2798338335835881,0.0806662402320917,6.210064574939663e-05,0.1990667984456237,,0.068379
ENSG00000060982,BCAT1,GGE,93,0.783628167789199,0.4606542428340073,0.6025212172322534,0.0219843041096005,0.0187027246710426,0.9074158531555,,0.73773
ENSG00000061273,HDAC7,GGE,220,0.5030891000376552,0.791514469615804,0.8938542938446018,0.7116491882059919,0.0797438932194069,0.9577764657832548,0.27622,0.97145
ENSG00000061337,LZTS1,GGE,163,0.0146433508889572,0.5734833490597253,0.958667914914692,0.0094607946217996,0.1902137934728051,0.0274907510662326,,0.018526
ENSG00000061455,PRDM6,GGE,92,0.0105393796792346,0.585837583859532,0.3558752565490997,0.9478211290264392,0.0013052415614966,0.0639934812644894,,0.60658
ENSG00000061492,WNT8A,GGE,93,0.4773448423078192,0.8865333059996823,0.525810290700328,0.0128336759419936,0.0770144435945328,0.814982683085134,,0.8519
ENSG00000061656,SPAG4,GGE,85,0.6404836567253868,0.6314243967243596,0.4782474223466739,0.0080734808629543,0.0497156464008052,0.75129436194068,,0.393
ENSG00000061676,NCKAP1,GGE,105,0.823849327513086,0.3606557415523129,0.6494601885661531,,3.6830423896648513e-13,0.8114689868957752,0.15271,
ENSG00000061794,MRPS35,GGE,93,0.88629535746469,0.8652111856042042,0.6130836645729574,0.0007051000564893,0.4904761591162093,0.3084129119324206,,0.047836
ENSG00000061918,GUCY1B1,GGE,52,0.3046451864080481,0.9299574132172658,0.9771556620564912,0.7601034662799192,0.0144444124626028,0.7337509676626092,0.70379,0.43205
ENSG00000061936,SFSWAP,GGE,192,0.8969541987070535,0.6551646327535536,0.3284510906435245,,1.107668466043888e-28,0.7651643541860156,0.52561,
ENSG00000061938,TNK2,GGE,304,0.7162715306215343,0.3823935771664739,0.3672933439156746,0.00050409182736,0.0076917574606297,0.4312983177388497,,0.1509
ENSG00000061987,MON2,GGE,212,0.6109743134429576,0.8211575426831051,0.2911099771270118,0.5485488628838144,0.0286130221693841,0.8252813676848361,,0.84868
ENSG00000062038,CDH3,GGE,229,0.0030296204746389,0.8187711618407875,0.9198330564001188,0.0889527060160099,0.0019891425998343,0.0635365885866963,,0.81723
ENSG00000062194,GPBP1,GGE,97,0.9346105098618072,0.4721784461327499,0.6277943984441718,0.0636877550617418,0.7075192765952332,0.6738956675081211,,0.2037
ENSG00000062282,DGAT2,GGE,72,0.9657167979348776,0.3229811340724861,0.2587931311428283,0.0058559269229247,0.8837723133057165,0.1864570916518954,,0.12592
ENSG00000062370,ZNF112,GGE,188,0.5918011217609678,0.5696365654821527,0.1135012751818759,0.0034958027617818,0.0854713709752368,0.3039177753085792,,0.3173
ENSG00000062485,CS,GGE,47,0.9302586996408756,0.0877844481914083,0.2618868910472743,0.8007635801274811,0.0336787578248684,0.4389521307876134,0.85693,0.61207
ENSG00000062524,LTK,GGE,235,0.349424261489386,0.6536581886069693,0.0032701666448214,0.0080002075755962,8.257487197332694e-08,0.0322317966285027,,0.77364
ENSG00000062582,MRPS24,GGE,47,0.9628974417266732,0.923870065318139,0.2107283431810594,0.3810668509177389,0.1934090152500926,0.791639699568632,,0.94983
ENSG00000062598,ELMO2,GGE,104,0.6499978250662959,0.0483602925766435,0.2097545297061861,0.2028026341142591,0.1463020316545897,0.1425248407694722,0.58015,0.26409
ENSG00000062650,WAPL,GGE,162,0.122746521604448,0.1203242839091325,0.0707447279619091,0.0032946864006988,0.2003242407764591,0.0038932633086435,0.11127,0.021848
ENSG00000062716,VMP1,GGE,47,0.8450819417457203,0.0288929239506926,0.9322816565347088,0.0268783108939413,0.1643693607978638,0.0275759554068299,0.7326,0.03308
ENSG00000062725,APPBP2,GGE,64,0.6629276995212062,0.4747781134358275,0.184817177171468,0.6599248590180786,0.3659566517513525,0.6431742218871634,0.93753,0.80019
ENSG00000062822,POLD1,GGE,276,0.7054665379460603,0.586861218988854,0.3263209822304921,0.1426767743605254,0.0018078644204748,0.8289438188042163,0.87514,0.47448
ENSG00000063015,SEZ6,GGE,187,0.6471632567595017,0.4330803424317569,0.1072658301123258,0.3197678624355899,0.0003477862110158,0.4312603069335378,,0.45842
ENSG00000063046,EIF4B,GGE,107,0.6702164327575951,0.0710549407382629,0.3760153020606925,0.423825978244957,0.5439716514490425,0.449271457124191,0.074581,0.89305
ENSG00000063127,SLC6A16,GGE,168,0.5648600168680553,0.100699580924392,0.4336333520825536,0.2047438898896462,1.0638327331886333e-08,0.1129257279563685,,0.083668
ENSG00000063169,BICRA,GGE,93,0.6964783610166636,0.2527569467962088,0.7751836991510301,,3.2871065384376364e-14,0.7033144705876373,0.97372,0.75715
ENSG00000063176,SPHK2,GGE,191,0.8655063782509823,0.337351117858841,0.2808122562598307,0.022013467370408,0.0070503785109217,0.7192737284578103,,0.18967
ENSG00000063177,RPL18,GGE,44,0.8833418763928337,0.5828954650309135,0.7270220059884014,0.0775239247144778,0.7017936009048871,0.8084657965008117,0.60689,0.25095
ENSG00000063180,CA11,GGE,51,0.6634203144296906,0.2443281944654869,0.2931142346132853,0.0967423145393912,0.4543058045027474,0.4344895613881568,0.76706,0.25906
ENSG00000063241,ISOC2,GGE,65,0.9195856146737352,0.3642551157730198,0.0373910108637988,0.1118177444103466,0.2963259346167649,0.1724375241071843,,0.83214
ENSG00000063244,U2AF2,GGE,29,0.6080085482342807,0.5630241961193954,0.9152314525100308,0.6296117634705591,0.0554533107051365,0.8226569518802954,0.56993,0.89321
ENSG00000063245,EPN1,GGE,167,0.5028481543413614,0.9563414849817644,0.541445377382597,0.119167568163554,0.0448689171717882,0.9230344897228984,,0.96217
ENSG00000063660,GPC1,GGE,165,0.6460257424306628,0.7278132270035127,0.4359153285918968,0.0925929706398264,0.2789722828376674,0.8452156066429254,,0.16836
ENSG00000063761,ADCK1,GGE,179,0.8011447179411317,0.4538798246037668,7.970530362393504e-08,0.0188624820278239,4.442411085107113e-21,0.8657299124738496,,0.69335
ENSG00000063854,HAGH,GGE,96,0.4112139174194646,0.090063488441096,0.1738194919637373,0.0466270989243602,0.2230580216509545,0.1658303607063338,,0.32082
ENSG00000063978,RNF4,GGE,46,0.3598129612259121,0.7443698975805548,0.7682829131761131,,0.000820383592649,0.7835344480626898,,
ENSG00000064012,CASP8,GGE,97,0.5108388784081421,0.373350731033629,0.9836374771603512,0.809621537302229,8.177998501061743e-07,0.189374861763872,,0.73987
ENSG00000064042,LIMCH1,GGE,344,0.8051790999139363,0.9281380381152629,0.2471068818755362,0.0056488422862084,0.0107823012341361,0.0765092028217942,,0.08212
ENSG00000064102,INTS13,GGE,96,0.0257951770486349,0.0404198644069641,0.0572582479671157,0.0677755168068213,0.003574078506953,0.0076429513686334,0.22133,0.4299
ENSG00000064115,TM7SF3,GGE,140,0.0833909905549151,0.0727960172370559,0.7315150418679949,0.028956625118256,5.0468423822888845e-05,0.2076538968809648,,0.82559
ENSG00000064195,DLX3,GGE,59,0.2171684185121446,0.715980667164068,0.0605019451580441,,2.1313358442550907e-05,0.1636168605558149,,
ENSG00000064199,SPA17,GGE,31,0.46165793341226,0.166730726720469,0.8098239254879644,0.5270000456118771,0.0625043217161067,0.6378072332718261,,0.43086
ENSG00000064201,TSPAN32,GGE,89,0.5568281535726021,0.5014867032341117,0.9082618455724591,0.1025338466906093,0.5193033918117694,0.8551960406836334,,0.6563
ENSG00000064218,DMRT3,GGE,163,0.591588827916093,0.2302369403093604,0.8699260950203351,0.15405301807756,0.0001552906369149,0.74471581201069,,0.65209
ENSG00000064225,ST3GAL6,GGE,66,0.6787628549586212,0.7678400496378395,0.7897009590792153,0.6085704852552648,0.0004003037253599,0.75984688329603,,0.7001
ENSG00000064270,ATP2C2,GGE,491,0.1373740943578791,0.0759893126970612,0.7262395087073528,0.0045687285326539,1.478170349461789e-06,0.2706422615798043,,0.67379
ENSG00000064300,NGFR,GGE,101,0.0096305753181145,0.876726547291568,0.8776567563673958,0.7160422423511432,0.0717302953164987,0.1389932687927255,,0.98139
ENSG00000064309,CDON,GGE,328,0.7981031808490483,0.8149987124074551,0.7708371650662306,0.5244252110614308,5.01443426739102e-05,0.8663112266308274,,0.5845
ENSG00000064313,TAF2,GGE,197,0.5957777693522388,0.6432216899014127,0.8893454369336931,0.0902007427827422,0.0027449809546994,0.9738633248683914,,0.7137
ENSG00000064393,HIPK2,GGE,232,0.9837171062037264,0.0040352948580759,0.6992257294291337,0.1247137116624302,0.2575106471713958,0.0573592652887521,,0.29038
ENSG00000064419,TNPO3,GGE,126,0.5538530354258158,0.7092514425351241,0.8335965359145663,0.0242808785291433,0.044184675958058,0.9243258362300832,0.63712,0.35501
ENSG00000064490,RFXANK,GGE,84,0.0105098398293677,0.0222853936945839,0.2281790780520351,0.0456556354986653,0.0123925735283305,0.0223867562879793,,0.61893
ENSG00000064545,TMEM161A,GGE,132,0.8582568068629894,0.7910887828308247,0.6081204503168939,1.2062656926801472e-05,0.1968781944819149,0.0196212763644669,,0.013116
ENSG00000064601,CTSA,GGE,115,0.7664459441555299,0.0527528202283855,0.8220008194413649,0.0167819449433362,0.0629533851571316,0.3221394427029877,,0.31619
ENSG00000064607,SUGP2,GGE,255,0.7098367415540006,0.4690159291832808,0.4534204786506397,0.0022197880069634,0.3893674416109554,0.3317043258420301,,0.059863
ENSG00000064651,SLC12A2,GGE,111,0.3765135024296441,0.0288025352245593,0.7700557184135047,0.1818859355745964,0.2290465038915636,0.2373019465396552,0.12591,0.69444
ENSG00000064655,EYA2,GGE,128,0.9912707288697302,0.6910136079448115,0.0393116949524365,0.7480663697282294,0.4260719673550396,0.3000849481355027,0.68456,0.4061
ENSG00000064666,CNN2,GGE,93,0.8533969258254201,0.4484465040666631,0.5492046980698507,0.5644739515199741,0.028075900647238,0.9070403512959117,,0.88528
ENSG00000064687,ABCA7,GGE,789,0.0045823906851026,0.4226660253680823,0.0946629624253771,0.0006913355964524,4.80531564435635e-16,0.0074238123401657,,0.62442
ENSG00000064692,SNCAIP,GGE,202,0.8012661089123625,0.4987953871808644,0.5451781821903374,0.038752391236149,0.0325401292814492,0.8534436638762104,,0.85372
ENSG00000064703,DDX20,GGE,218,0.1170940511808092,0.6237628942085416,0.3116050570619224,0.0007338424092343,0.0014873608457562,0.3145453384128508,,0.6223
ENSG00000064726,BTBD1,GGE,75,0.9414329710839804,0.4150371111869587,0.792406990939082,0.0789573441946143,0.0150226524493734,0.9241482818274188,,0.83293
ENSG00000064763,FAR2,GGE,93,0.6861951083842911,0.9060881218933988,0.0024948430655516,0.6124406690082597,0.1494367717926979,0.0461676277690604,,0.96903
ENSG00000064787,BCAS1,GGE,142,0.0425622560142661,0.7269647878809754,0.2930783958699345,0.0364744933126117,0.0034970910919385,0.2645240585730625,,0.3985
ENSG00000064835,POU1F1,GGE,60,0.4147738726579106,0.2902333716162867,0.7834949036476733,0.0474779340308752,0.6884495491945948,0.4531586744335238,,0.36611
ENSG00000064886,CHI3L2,GGE,104,0.4848380452135256,0.8518840618722681,0.3554298703992326,0.9814349574203672,0.7712272181510518,0.7992231807211079,,0.68161
ENSG00000064932,SBNO2,GGE,260,0.2436411595867453,0.1390038475334493,0.369054299548851,0.2959030333681734,0.0056150257773448,0.3483269028291279,0.088736,0.24014
ENSG00000064933,PMS1,GGE,152,0.9912082252331818,0.3175828615736689,0.9847036351746316,0.0994159664737352,5.971118421053892e-05,0.8845636182025233,,0.98719
ENSG00000064961,HMG20B,GGE,61,0.7233790501575585,0.9347124523031102,0.4018246275561287,0.0015504098617186,0.3769574699015892,0.0669320436987096,0.68722,0.025205
ENSG00000064989,CALCRL,GGE,67,0.013097456017385,0.1696396541088478,0.6209241535009948,0.6511925581650941,0.0015803234565663,0.0251175842336733,,0.5314
ENSG00000064995,TAF11,GGE,46,0.7760776027611941,0.3390841715237959,0.3746305213274193,0.4994266097472897,0.0130338164231237,0.7990396002853014,,0.36309
ENSG00000064999,ANKS1A,GGE,244,0.5188765832980488,0.2160004448628478,0.5444870201679495,0.8669197017938279,9.244482729871528e-05,0.4056524145041689,0.7053,0.58729
ENSG00000065000,AP3D1,GGE,288,0.4012457528455646,0.493610883819703,0.8399105507789527,0.5590386349683714,0.014987121116058,0.816039021298272,0.37257,0.57845
ENSG00000065029,ZNF76,GGE,157,0.0464763112582505,0.0803066417181016,0.0236764129021134,0.1488860854652832,0.0003050661612056,0.013602323490298,,0.94816
ENSG00000065054,NHERF2,GGE,106,0.9885891213900928,0.0114691886896334,0.5085474703515269,0.0639158320044745,0.3317614906697507,0.1121413465931399,,0.4385
ENSG00000065135,GNAI3,GGE,38,0.9920839495901552,0.2253590235221535,0.4404237343254834,0.9374576703114093,0.3953390564922042,0.6432180168605002,0.025777,0.69643
ENSG00000065154,OAT,GGE,95,0.0179528630690324,0.2380772482526435,0.91511006911958,0.3848198954413362,0.0001368488266372,0.0539249574360566,,0.51774
ENSG00000065183,WDR3,GGE,235,0.4660871114232549,0.189095267861601,0.1617179041012868,0.0001122280554825,0.0012335323029281,0.16511930358458,,0.070474
ENSG00000065243,PKN2,GGE,81,0.8362008026399851,0.3281591749783179,0.8974095933736576,0.8012420081011368,0.3873194956070396,0.8928201310768167,,0.74617
ENSG00000065268,WDR18,GGE,113,0.605294297772605,0.3746902810033572,0.6343666193834934,,9.708322672999546e-16,0.7546044918180158,,
ENSG00000065308,TRAM2,GGE,65,0.7666664212013752,0.7119141969368584,0.9069394451211904,0.7362742914250855,0.2577808495683965,0.987894324040094,,0.64355
ENSG00000065320,NTN1,GGE,91,0.7312959443849802,0.7515782236096815,0.735275027344457,0.8911907936126423,0.0306616965774467,0.9292176001549634,,0.7799
ENSG00000065325,GLP2R,GGE,116,0.7255288514661155,0.0226434742505428,0.807687172142886,0.533752271472675,0.0013889279269487,0.1996130509035394,,0.96601
ENSG00000065328,MCM10,GGE,233,0.7931493604343922,0.736261498611725,0.8523115727795826,0.0097430345617577,0.0035090708599735,0.9650392319626157,,0.83494
ENSG00000065357,DGKA,GGE,126,0.3004363789051591,0.5497025368319206,0.2492754216457385,0.0225148165095803,0.0914309988113984,0.4753431692603257,,0.31734
ENSG00000065361,ERBB3,GGE,311,0.0997203699373786,0.9920902299930792,0.2293390091547555,0.0415367344359086,4.210525318251978e-06,0.3730840486079917,,0.79666
ENSG00000065371,ROPN1,GGE,44,0.9255374212985092,0.706084774753656,0.9632690976155224,0.0466549396050203,0.7641165405960962,0.7522466023383767,0.69879,0.15876
ENSG00000065413,ANKRD44,GGE,225,0.1708497218449138,0.774475544063926,0.6841847575280537,0.7965023723207466,0.0290526023583681,0.6612877952279517,,0.84521
ENSG00000065457,ADAT1,GGE,163,0.6452393932041007,0.6909336434815909,0.9851809820536812,0.0007405688976836,0.0001827213290047,0.9432428039287823,,0.0070049
ENSG00000065485,PDIA5,GGE,138,0.0026287382597675,0.0442851536356289,0.9423850340295404,0.0434055559511387,0.0332569976404585,0.0148882768780817,,0.4196
ENSG00000065491,TBC1D22B,GGE,82,0.6029270599370817,0.5605175792580286,0.3967240888977478,0.8204189859621811,0.2267067369003873,0.8231991352296006,0.797,0.62721
ENSG00000065518,NDUFB4,GGE,47,0.6015930893192705,0.6063757351944954,0.0607225405207364,0.0038483216436987,0.0619285290481384,0.2641814568991238,,0.19042
ENSG00000065526,SPEN,GGE,766,0.1095976796799629,0.3629841924431568,0.8816235919755627,0.077595916445844,0.3185955649182552,0.4112120664973755,0.031809,0.14652
ENSG00000065534,MYLK,GGE,468,0.1125792451814662,0.0238140281193112,0.978236173137665,0.0002540240976432,0.000978186614937,0.0696680502404665,0.7351,0.16684
ENSG00000065548,ZC3H15,GGE,51,0.0085824479494362,0.467804229786301,0.9048102902348888,0.9597356120621654,0.0016024298075376,0.088780338547108,,0.92083
ENSG00000065559,MAP2K4,GGE,27,0.9483318022088172,0.6872461632423529,0.3756075225059727,,0.0056648557380407,0.7795396053321879,0.9687,
ENSG00000065609,SNAP91,GGE,181,0.6906744780651154,0.1410923476300983,0.7838695466398171,0.6906876865665346,0.0665246940321307,0.5944868476719196,,0.91561
ENSG00000065613,SLK,GGE,178,0.7832571907835477,0.9380695398421132,0.3786573045833137,0.0515320731848436,0.2874532404116309,0.7722012835438272,0.64839,0.52397
ENSG00000065615,CYB5R4,GGE,100,0.7932351296593761,0.6158635949646634,0.974910460396034,0.1294963016841521,0.0120037413366612,0.988847291144574,,0.92015
ENSG00000065618,COL17A1,GGE,471,0.325685003196938,0.686178880692894,0.7565190853682107,0.0264516866719364,1.5752811663910423e-06,0.8615607372946812,,0.51984
