gene_id	gene_name	g4e	p_unified	epi25_min_p	meta_sig
ENSG00000025423	HSD17B6	False	0.02904727896715217	0.19116	False
ENSG00000025434	NR1H3	False	0.5994127153841925	0.094645	False
ENSG00000025708	TYMP	False	0.0025983436024614903	0.21904	False
ENSG00000025770	NCAPH2	False	0.5730565402055292	0.33528	False
ENSG00000025772	TOMM34	False	0.5908480452907982	0.61129	False
ENSG00000025796	SEC63	False	0.10469307665596865	0.091669	False
ENSG00000025800	KPNA6	False	0.2649224583686561	0.088281	False
ENSG00000026025	VIM	False	0.25358098649330485	0.23986	False
ENSG00000026103	FAS	False	0.6790239807561398		False
ENSG00000026297	RNASET2	True	0.13494801054048083	0.44509	False
ENSG00000026508	CD44	False	0.2902092719936938	0.37978	False
ENSG00000026559	KCNG1	False	0.167902409134371	0.024572	False
ENSG00000026652	AGPAT4	False	0.05312392591108892	0.02674	False
ENSG00000026751	SLAMF7	False	0.2567825457776685	0.09182	False
ENSG00000026950	BTN3A1	False	0.09430059531551921	0.41462	False
ENSG00000027001	MIPEP	False	0.49144362863192737	0.24762	False
ENSG00000027075	PRKCH	False	0.06537213614672614	0.33435	False
ENSG00000027644	INSRR	False	0.07617749923101971	0.49617	False
ENSG00000027697	IFNGR1	False	0.03641576435980256	0.14272	False
ENSG00000027847	B4GALT7	False	0.14247821357805807	0.10156	False
ENSG00000027869	SH2D2A	False	0.055394268473997296	0.0038051	False
ENSG00000028116	VRK2	False	0.20385400132958634	0.082772	False
ENSG00000028137	TNFRSF1B	False	0.6328714307209883	0.36399	False
ENSG00000028203	VEZT	False	0.06174319050696523	0.66699	False
ENSG00000028277	POU2F2	False	0.5912160162703709	0.30503	False
ENSG00000028310	BRD9	False	0.015420178066544093	0.093971	False
ENSG00000028528	SNX1	False	0.12337830819779881	0.082249	False
ENSG00000029363	BCLAF1	False	0.19187840386083674	0.07143	False
ENSG00000029364	SLC39A9	False	0.029879983607224183	0.016864	False
ENSG00000029534	ANK1	False	0.00850659154368884	0.0039043	False
